gene_id,expected_LoF,observed_LoF,observed/expected_LoF,gene_LoF,gene_length,obs_lof,exp_lof,oe_lof,mu_lof,oe_lof_lower,oe_lof_upper,expected/gene_length,lower_oe_bound,LOEUF_LoF,posterior_distribution_mean_LoF
ENSG00000155545,7.708789663457663,0.0,0.0,MIER3,52074,2.0,27.866999999999997,0.07177,1.4595e-06,0.028,0.226,0.00014803528946225877,0.006600660066006601,0.38843884388438843,0.12962166356044785
ENSG00000062194,7.498078531457927,1.0,0.13336750152782942,GPBP1,90732,6.0,27.105,0.22136,1.5633000000000001e-06,0.12,0.437,8.263984626656447e-05,0.047404740474047406,0.6326632663266327,0.26672584894607493
ENSG00000145632,11.863967861189607,1.0,0.08428883251372273,PLK2,6279,2.0,35.039,0.057079,1.7476e-06,0.022,0.18,0.0018894677275345768,0.030003000300030003,0.3998399839983999,0.16857774178725032
ENSG00000152932,2.900339671641266,2.0,0.6895744038380942,RAB3C,277166,7.0,11.197000000000001,0.62515,5.5707e-07,0.355,1.174,1.0464269324669209e-05,0.27342734273427344,1.7523752375237525,0.924740559258707
ENSG00000113448,10.238280205577283,0.0,0.0,PDE4D,1553083,3.0,37.580999999999996,0.079828,2.1891e-06,0.035,0.206,6.592229910170469e-06,0.005000500050005001,0.29242924292429245,0.09757267557153478
ENSG00000035499,9.433959499132403,10.0,1.0600003106775744,DEPDC1B,103279,19.0,28.325,0.67079,1.4693e-06,0.467,0.984,9.134441173067519e-05,0.6516651665166517,1.7247724772477249,1.1454555946764968
ENSG00000164181,2.870810066483323,0.0,0.0,ELOVL7,92599,6.0,15.794,0.37989,7.3661e-07,0.207,0.75,3.100260333786891e-05,0.0178017801780178,1.022902290229023,0.34179700482777686
ENSG00000049167,6.804610181435408,10.0,1.4695918992218502,ERCC8,71243,23.0,24.045,0.95655,1.0757e-06,0.687,1.355,9.55126844944122e-05,0.8716871687168717,1.9257925792579258,1.431337261190202
ENSG00000164182,1.553397666016779,2.0,1.2875003250960189,NDUFAF2,207898,9.0,9.6335,0.93424,4.7705e-07,0.561,1.601,7.471922125353678e-06,0.42804280428042807,1.912791279127913,1.21186455433565
ENSG00000130449,14.187643725349071,0.0,0.0,ZSWIM6,213898,0.0,44.276,0.0,2.3812e-06,0.0,0.067,6.632901535006906e-05,0.0036003600360036006,0.21102110211021102,0.07038390476619216
ENSG00000068796,11.493849539439896,0.0,0.0,KIF2A,231088,2.0,38.836,0.051499,1.8935e-06,0.02,0.162,4.973797661254542e-05,0.0044004400440044,0.26062606260626064,0.08690308105527804
ENSG00000086189,4.453459748819057,3.0,0.6736335723693299,DIMT1,16686,13.0,19.948,0.6517,1.0936e-06,0.423,1.036,0.0002668979832685519,0.30443044304430444,1.6185618561856185,0.865543162632303
ENSG00000086200,20.857275826055787,7.0,0.33561429874055293,IPO11,224611,18.0,63.813,0.28208,3.396e-06,0.194,0.418,9.285954751127856e-05,0.19081908190819083,0.6304630463046305,0.383559198494031
ENSG00000164197,10.750855168690698,6.0,0.5580951380940903,RNF180,207026,13.0,24.694000000000003,0.52644,1.3222999999999998e-06,0.342,0.837,5.192997579381671e-05,0.30563056305630565,1.1013101310131013,0.6509850486839095
ENSG00000186479,3.51237781755538,0.0,0.0,RGS7BP,106056,1.0,14.308,0.06989,7.6253e-07,0.024,0.332,3.3118143410607415e-05,0.014401440144014403,0.8480848084808481,0.2828277340462426
ENSG00000145642,1.7548620493016522,1.0,0.5698453621456742,FAM159B,27783,4.0,5.2452,0.7626,2.2276999999999998e-07,0.372,1.639,6.31631591009485e-05,0.1866186618661866,1.793979397939794,0.8970728760963906
ENSG00000153006,1.6817177714197833,1.0,0.5946300960807199,SREK1IP1,50542,2.0,9.1801,0.21786,5.625e-07,0.088,0.686,3.3273668857975216e-05,0.19281928192819284,1.8067806780678068,0.914997066345077
ENSG00000153015,5.320362905711149,4.0,0.7518284130028415,CWC27,249834,14.0,24.359,0.5747399999999999,1.1364e-06,0.379,0.899,2.129559189586345e-05,0.36823682368236826,1.6245624562456247,0.9137362436420665
ENSG00000049192,22.728746749711625,3.0,0.13199143943288746,ADAMTS6,333185,8.0,65.539,0.12207,3.4306e-06,0.071,0.22,6.821659663463728e-05,0.060206020602060206,0.3412341234123413,0.1759885859104117
ENSG00000123219,4.16802220674089,5.0,1.1996097314245502,CENPK,45406,16.0,15.700999999999999,1.019,6.5804e-07,0.689,1.542,9.179452510110756e-05,0.5992599259925993,1.8861886188618862,1.247566627339452
ENSG00000113593,10.02136101527853,6.0,0.5987210710054675,PPWD1,24314,13.0,31.785,0.409,2.0713e-06,0.265,0.65,0.00041216422700002177,0.3278327832783278,1.180918091809181,0.6981524336584611
ENSG00000113595,12.318207812592274,7.0,0.56826448347821,TRIM23,36296,12.0,33.501999999999995,0.35819,2.029e-06,0.229,0.58,0.0003393819653017488,0.32323232323232326,1.0673067306730672,0.6494014890344207
ENSG00000113597,4.279606412997769,1.0,0.233666347672267,TRAPPC13,41518,8.0,20.718000000000004,0.38613000000000003,8.705500000000001e-07,0.226,0.697,0.00010307833741986052,0.08300830083008301,1.0987098709870988,0.46404497190004707
ENSG00000197860,4.640347762176647,2.0,0.4310021796861751,SGTB,57108,6.0,19.563,0.30671,9.2363e-07,0.167,0.605,8.12556517856806e-05,0.17581758175817583,1.3301330133013303,0.6384377236021642
ENSG00000123213,13.39226683699125,9.0,0.6720296204926849,NLN,149531,24.0,37.374,0.6421600000000001,2.1387e-06,0.464,0.903,8.956180883556755e-05,0.40504050405040504,1.1725172517251725,0.7466084794314758
ENSG00000112851,29.39920513847294,3.0,0.102043575187483,ERBB2IP,156075,12.0,68.135,0.17612,3.837e-06,0.112,0.285,0.00018836588267482263,0.04640464046404641,0.26382638263826386,0.13605810024975137
ENSG00000153914,11.876303839899958,2.0,0.1684025625279765,SREK1,43645,5.0,29.944000000000003,0.16698,1.8236000000000002e-06,0.086,0.351,0.00027211144094168763,0.06880688068806881,0.5300530053005301,0.25260381654333436
ENSG00000069020,25.314676533842334,6.0,0.2370166567990234,MAST4,573248,28.0,100.8,0.27776999999999996,6.0576e-06,0.205,0.381,4.416007824509171e-05,0.12981298129812982,0.46784678467846785,0.2765194329321891
ENSG00000134061,0.9499183940821005,1.0,1.0527220087850735,CD180,14525,9.0,15.828,0.56863,6.703e-07,0.342,0.992,6.539885673542861e-05,0.27282728272827284,1.8975897589758977,1.1016012160292745
ENSG00000145675,19.91473458928764,3.0,0.1506422285745015,PIK3R1,86102,5.0,46.117,0.10842,2.8334e-06,0.056,0.228,0.0002312923577766793,0.06860686068606861,0.38943894389438943,0.2008563047658259
ENSG00000145740,8.53839978567524,4.0,0.4684718566013677,SLC30A5,37424,9.0,34.238,0.26286,1.7168e-06,0.157,0.459,0.0002281530511349733,0.23082308230823084,1.0715071507150715,0.5853182405789936
ENSG00000134057,5.382746879111267,1.0,0.1857787524582816,CCNB1,11236,5.0,19.164,0.2609,8.1045e-07,0.135,0.549,0.00047906255599067883,0.06600660066006601,0.8802880288028803,0.37110298529571906
ENSG00000153044,4.623141909054666,3.0,0.6489093475855333,CENPH,20810,13.0,18.15,0.71625,1.0551e-06,0.465,1.139,0.00022215963042069512,0.29382938293829386,1.5813581358135813,0.8393384584635625
ENSG00000134056,0.27619283720553855,0.0,0.0,MRPS36,12370,2.0,5.0656,0.39482,2.1100000000000002e-07,0.16,1.23,2.2327634373931977e-05,0.07760776077607762,1.868986898689869,0.9083823086546117
ENSG00000134058,4.7453625685469785,4.0,0.8429282151194598,CDK7,42583,13.0,20.238,0.64237,9.182600000000001e-07,0.417,1.021,0.0001114379580712251,0.41024102410241026,1.7291729172917292,1.0004373976392993
ENSG00000183323,8.577465149679973,8.0,0.9326764796355345,CCDC125,52635,18.0,25.997,0.6924,1.0947e-06,0.478,1.027,0.0001629612453629709,0.5460546054605461,1.6363636363636365,1.0359200950532204
ENSG00000085231,2.570718246213081,2.0,0.7779926885982917,TAF9,19030,9.0,7.6607,1.1748,4.949100000000001e-07,0.699,1.834,0.000135087664015401,0.30263026302630264,1.8081808180818082,0.9926453609704624
ENSG00000152942,12.557473927765416,4.0,0.31853540154725957,RAD17,45509,10.0,38.135999999999996,0.26222,2.0695e-06,0.161,0.445,0.0002759338576493752,0.1568156815681568,0.7288728872887289,0.39816884189258167
ENSG00000152939,16.249967527140402,13.0,0.8000015986670518,MARVELD2,29219,21.0,25.623,0.8195600000000001,1.6154e-06,0.58,1.18,0.000556143862799562,0.5208520852085209,1.2717271727172719,0.8614289288545216
ENSG00000197822,6.8740874173816335,4.0,0.5818954222033469,OCLN,65813,13.0,21.730999999999998,0.59824,1.1626e-06,0.388,0.951,0.00010444877786123765,0.28642864286428643,1.3221322132213222,0.7241792351961561
ENSG00000249437,4.743846833079513,2.0,0.4215987721301872,NAIP,56632,7.0,10.044,0.69691,5.0857e-07,0.395,1.306,8.376618931133482e-05,0.172017201720172,1.3049304930493049,0.6255502657576069
ENSG00000145734,41.74083229243047,20.0,0.4791471300783554,BDP1,112208,55.0,115.54,0.47603999999999996,6.0099e-06,0.382,0.596,0.00037199515446697623,0.33703370337033706,0.6962696269626963,0.503104486582273
ENSG00000131844,13.307690190328156,12.0,0.9017342475196359,MCCC2,71417,22.0,35.037,0.6279100000000001,1.9868e-06,0.448,0.897,0.00018633784939619638,0.5776577657765777,1.456945694569457,0.9754212060852898
ENSG00000164326,0.6248042849444648,0.0,0.0,CARTPT,1886,2.0,4.7076,0.42485,2.0927e-07,0.172,1.314,0.00033128541089314146,0.058005800580058005,1.8123812381238125,0.7969186015091798
ENSG00000131711,38.673404732796975,2.0,0.051715126036056,MAP1B,102335,5.0,79.066,0.063238,4.7584e-06,0.032,0.133,0.0003779098522772949,0.021202120212021204,0.16281628162816283,0.07757268905562704
ENSG00000113048,5.621145551408381,5.0,0.8894984045996189,MRPS27,101238,13.0,23.753,0.5473,1.1672e-06,0.355,0.87,5.5524067557719244e-05,0.4608460846084609,1.7195719571957195,1.0268604280983473
ENSG00000049883,5.913838042485157,6.0,1.0145695497400933,PTCD2,39859,17.0,19.389,0.8768,9.190299999999999e-07,0.599,1.315,0.00014836895161657735,0.5488548854885489,1.7881788178817883,1.125219152635878
ENSG00000178175,11.478244762290114,3.0,0.261364003131908,ZNF366,65076,7.0,25.513,0.27437,1.276e-06,0.155,0.515,0.00017638214952194533,0.11901190119011902,0.6754675467546755,0.3484849056851569
ENSG00000083312,17.37373089999867,0.0,0.0,TNPO1,100422,0.0,53.437,0.0,2.6706e-06,0.0,0.056,0.00017300721853775737,0.0028002800280028,0.17241724172417242,0.0574582089050031
ENSG00000157107,11.690935846193428,0.0,0.0,FCHO2,134542,4.0,41.199,0.097089,1.9068000000000001e-06,0.047,0.222,8.689432181916002e-05,0.0042004200420042,0.25622562256225623,0.08543638051608765
ENSG00000157111,4.384623833945336,7.0,1.5964881515733853,TMEM171,11526,11.0,8.4943,1.295,4.4729e-07,0.802,1.874,0.00038041157677818293,0.8296829682968297,1.9413941394139416,1.4452364718299355
ENSG00000164325,4.178029291076584,2.0,0.4786945855721,TMEM174,1949,2.0,6.4215,0.31145,2.7945e-07,0.126,0.979,0.0021436784459089708,0.19481948194819482,1.4475447544754476,0.701467547845518
ENSG00000145741,2.1256876604838655,1.0,0.4704359998836199,BTF3,7228,1.0,9.0074,0.11102000000000001,3.8207000000000003e-07,0.038,0.527,0.00029409071119035216,0.16001600160016002,1.7161716171617163,0.8099773715787746
ENSG00000164331,5.36482894150066,4.0,0.7455969320954924,ANKRA2,13352,11.0,17.035,0.64573,9.3756e-07,0.405,1.069,0.00040179965110100806,0.36523652365236525,1.615961596159616,0.9073845334390396
ENSG00000164338,7.824073093621247,0.0,0.0,UTP15,16527,0.0,27.046999999999997,0.0,1.5991e-06,0.0,0.11,0.00047341157461252783,0.006400640064006401,0.38283828382838286,0.12771036347398573
ENSG00000214944,30.57070297422686,17.0,0.5560879648182161,ARHGEF28,315836,47.0,85.095,0.55233,4.3525e-06,0.436,0.704,9.679296525483752e-05,0.38063806380638066,0.8340834083408342,0.5887990215356399
ENSG00000171617,14.472621211875921,3.0,0.20728795123431162,ENC1,14016,4.0,18.761,0.2132,1.0743e-06,0.104,0.488,0.00103257856819891,0.09440944094409441,0.5356535653565356,0.2763839328098062
ENSG00000049860,12.107330464778467,10.0,0.8259459035244046,HEXB,82625,20.0,31.733,0.63026,1.6472e-06,0.442,0.916,0.00014653350033014788,0.5094509450945095,1.3977397739773978,0.907376679940484
ENSG00000164347,11.298890125758511,10.0,0.8850426801834826,GFM2,46168,33.0,42.478,0.77687,2.3218e-06,0.588,1.039,0.0002447342342262717,0.5456545654565457,1.4923492349234924,0.9706047581312748
ENSG00000164346,4.054349697320637,1.0,0.2466486797280613,NSA2,9921,6.0,15.815,0.37939,9.553499999999999e-07,0.207,0.749,0.0004086634106764073,0.08760876087608761,1.1549154915491548,0.4884054962727439
ENSG00000198780,10.33537296942232,1.0,0.09675509562727407,FAM169A,89378,3.0,33.45,0.089687,1.729e-06,0.04,0.232,0.0001156366552107042,0.034403440344034406,0.4590459045904591,0.19351021664069257
ENSG00000145700,26.225447140152788,11.0,0.41943994095560405,ANKRD31,168604,43.0,63.872,0.67323,2.7161e-06,0.526,0.868,0.0001555446320381058,0.26402640264026406,0.6942694269426943,0.45757084467196774
ENSG00000113161,16.498582377891402,2.0,0.12122253622711611,HMGCR,25776,6.0,45.596000000000004,0.13159,2.521e-06,0.071,0.26,0.0006400753560634467,0.04960496049604961,0.38163816381638166,0.1818338043357145
ENSG00000113163,10.778740080283855,1.0,0.09277522164479778,COL4A3BP,143653,9.0,43.092,0.20885,2.2907e-06,0.125,0.364,7.503317076764046e-05,0.03300330033003301,0.44004400440044006,0.18555049645934305
ENSG00000122008,15.35067689182032,10.0,0.6514370715032473,POLK,89389,26.0,41.644,0.62434,2.2282e-06,0.457,0.866,0.00017172892516775353,0.4018401840184019,1.104910491049105,0.7165617682314143
ENSG00000189045,6.296982455197738,6.0,0.952837337993121,ANKDD1B,60388,12.0,18.928,0.6339899999999999,8.004899999999999e-07,0.405,1.027,0.00010427539337613,0.5176517651765177,1.7373737373737375,1.072781984514156
ENSG00000152359,10.025917414395586,9.0,0.8976734624880776,POC5,43365,15.0,25.255,0.5939399999999999,1.291e-06,0.396,0.915,0.0002311983722909163,0.5406540654065407,1.548154815481548,0.9917376390972313
ENSG00000122012,14.276947708710413,8.0,0.5603438608323243,SV2C,270768,14.0,34.879,0.40139,1.6631e-06,0.264,0.628,5.272760336786627e-05,0.3288328832883288,1.0111011101110112,0.6303781415976255
ENSG00000145703,30.313042122893762,20.0,0.6597820145835877,IQGAP2,304884,56.0,87.985,0.63647,4.5541e-06,0.512,0.795,9.942483739026568e-05,0.46424642464246424,0.9586958695869587,0.6927711135843001
ENSG00000181104,0.019663089979533966,0.0,0.0,F2R,19739,5.0,11.008,0.45423,5.4683e-07,0.236,0.955,9.961543127581927e-07,0.09800980098009801,1.8981898189818982,0.9934444946750981
ENSG00000171643,2.2444853454259404,1.0,0.44553643535160975,S100Z,71650,3.0,4.244,0.70689,2.2033000000000001e-07,0.318,1.663,3.132568521180656e-05,0.15281528152815282,1.686968696869687,0.7836197966780649
ENSG00000145708,5.745804359366971,1.0,0.17404003642584384,CRHBP,28446,4.0,15.727,0.25434,9.1712e-07,0.124,0.582,0.00020198988818698486,0.061806180618061805,0.8250825082508251,0.34784540858777574
ENSG00000164252,13.22953149882877,4.0,0.30235386645053347,AGGF1,35984,15.0,39.596,0.37882,2.2133e-06,0.252,0.583,0.0003676503862502437,0.149014901490149,0.6918691869186919,0.3779422013511309
ENSG00000113231,13.104977843171444,0.0,0.0,PDE8B,219359,5.0,42.193999999999996,0.1185,1.9672999999999998e-06,0.061,0.249,5.974214800017981e-05,0.0038003800380038005,0.22842284228422843,0.07620691584362337
ENSG00000164253,8.799607205352062,6.0,0.6818486166462866,WDR41,194642,24.0,30.388,0.78977,1.5637e-06,0.571,1.111,4.52091902331052e-05,0.3732373237323732,1.3405340534053405,0.7936116791669492
ENSG00000171540,1.5094085034607359,0.0,0.0,OTP,10976,1.0,8.7849,0.11383,3.8703000000000005e-07,0.039,0.54,0.00013751899630655393,0.032203220322032204,1.5497549754975497,0.5596958793610135
ENSG00000171530,1.9699735312655022,0.0,0.0,TBCA,177614,2.0,6.1325,0.32613000000000003,2.5778e-07,0.132,1.025,1.1091318990988898e-05,0.025402540254025403,1.360936093609361,0.467862961496999
ENSG00000132842,19.88390701555103,7.0,0.35204348896448573,AP3B1,294231,13.0,60.128,0.2162,3.1183999999999997e-06,0.14,0.344,6.75792388142345e-05,0.20022002200220024,0.6612661266126613,0.4023354156254562
ENSG00000085365,4.039302458232271,0.0,0.0,SCAMP1,120224,1.0,15.984000000000002,0.062562,7.670199999999999e-07,0.021,0.297,3.359813729565038e-05,0.012601260126012601,0.7400740074007401,0.24684754076882048
ENSG00000145685,2.6527922701794835,1.0,0.3769612914064853,LHFPL2,284807,3.0,7.4452,0.40295,3.1930999999999997e-07,0.183,1.041,9.314350666168611e-06,0.13161316131613163,1.572957295729573,0.699558430000265
ENSG00000113273,9.113840912713698,2.0,0.21944644625187873,ARSB,208879,16.0,22.89,0.69899,1.3394e-06,0.472,1.062,4.363215504054356e-05,0.08980898089808981,0.6908690869086909,0.32916564265740905
ENSG00000132837,16.604832773527107,13.0,0.7829046023712898,DMGDH,238424,39.0,43.426,0.8980799999999999,2.4197e-06,0.694,1.173,6.964413302992613e-05,0.5096509650965096,1.2445244524452446,0.8430555861214277
ENSG00000132840,5.240521530823486,9.0,1.7173863225375885,BHMT2,19750,21.0,18.329,1.1457,9.023899999999999e-07,0.811,1.64,0.0002653428623201765,0.9444944494449445,1.9523952395239526,1.5152146429666806
ENSG00000145692,5.2880372148195125,7.0,1.3237425751057086,BHMT,20507,21.0,21.585,0.9729,1.1115e-06,0.689,1.401,0.00025786498341149423,0.7232723272327233,1.9041904190419043,1.331706595951499
ENSG00000152409,25.090460617679767,5.0,0.19927892421699087,JMY,91027,8.0,45.345,0.17643,2.5708e-06,0.103,0.318,0.0002756375648728374,0.10421042104210422,0.41904190419041903,0.23913470906038817
ENSG00000152413,5.943862426380416,0.0,0.0,HOMER1,141582,0.0,20.605999999999998,0.0,9.406100000000001e-07,0.0,0.145,4.198176623003218e-05,0.008600860086008601,0.5038503850385039,0.16812704758940702
ENSG00000164329,14.91886200949726,10.0,0.6702924119570285,PAPD4,74529,17.0,33.05,0.51437,2.1043e-06,0.351,0.772,0.0002001752607642295,0.41344134413441347,1.136913691369137,0.7372877557316132
ENSG00000164309,62.02295567333622,61.0,0.9835068215916064,CMYA5,110364,101.0,131.77,0.76646,6.3598000000000005e-06,0.651,0.904,0.0005619853908279531,0.8002800280028003,1.2171217121712172,0.9996298839713395
ENSG00000177034,3.7458158519029645,4.0,1.0678581537765408,MTX3,11499,8.0,13.844000000000001,0.57787,7.498100000000001e-07,0.338,1.043,0.0003257514437692812,0.5048504850485048,1.8599859985998601,1.1660510300481766
ENSG00000113296,15.412854022197056,14.0,0.9083327448529447,THBS4,91977,36.0,51.568999999999996,0.6981,2.7457e-06,0.534,0.922,0.00016757291520920508,0.5998599859985999,1.4183418341834184,0.9725561837943328
ENSG00000164300,7.887998771652796,4.0,0.5070994704480497,SERINC5,144849,13.0,27.005,0.48139,1.4859e-06,0.312,0.765,5.44567016110073e-05,0.24982498249824983,1.1585158515851586,0.6331476471449863
ENSG00000039319,26.992705927532654,18.0,0.6668468158888783,ZFYVE16,71338,31.0,60.716,0.51057,3.14e-06,0.383,0.689,0.00037837766586577495,0.4608460846084609,0.9888988898889889,0.7038938442594667
ENSG00000152380,2.985333307655615,2.0,0.6699419441277068,FAM151B,54595,12.0,13.119000000000002,0.9147,5.550800000000001e-07,0.585,1.477,5.468144166417465e-05,0.2666266626662666,1.735973597359736,0.907785391286148
ENSG00000228716,1.907702957817465,0.0,0.0,DHFR,28756,4.0,10.36,0.3861,5.031600000000001e-07,0.189,0.884,6.634104040261041e-05,0.026202620262026202,1.386938693869387,0.4790537520918687
ENSG00000113318,18.412922547343655,23.0,1.2491227256760553,MSH3,221813,49.0,53.7,0.91248,2.5862e-06,0.725,1.158,8.301101624946985e-05,0.8976897689768977,1.7417741774177418,1.2950975611964521
ENSG00000113319,25.954848592519557,11.0,0.42381291344424593,RASGRF2,269485,16.0,67.513,0.23699,3.8235e-06,0.159,0.36,9.63127765646309e-05,0.2668266826682668,0.7014701470147015,0.4623413601104604
ENSG00000131730,7.56270905631198,7.0,0.9255942477593618,CKMT2,33113,25.0,23.684,1.0556,1.5348e-06,0.768,1.474,0.00022839093577483102,0.5244524452445245,1.667966796679668,1.0381049875342023
ENSG00000131732,5.583005084355245,3.0,0.5373450238128265,ZCCHC9,11708,7.0,14.334000000000001,0.48835,8.3764e-07,0.277,0.917,0.0004768538678130547,0.24442444244424444,1.3675367536753675,0.7098687906175718
ENSG00000172497,9.820341896075774,9.0,0.9164650370876003,ACOT12,64175,25.0,32.131,0.7780600000000001,1.8837e-06,0.566,1.087,0.00015302441598871483,0.5518551855185518,1.575957595759576,1.0111773682024947
ENSG00000145687,5.996936780935,0.0,0.0,SSBP2,338777,2.0,26.683000000000003,0.07495399999999999,1.3009000000000001e-06,0.03,0.236,1.770172349638553e-05,0.0084008400840084,0.49944994499449946,0.1666394591117579
ENSG00000152348,5.258741010028954,8.0,1.5212766676935003,ATG10,304833,13.0,15.23,0.8536,8.279700000000001e-07,0.555,1.356,1.7251219553096137e-05,0.8380838083808381,1.9343934393439344,1.433267375129859
ENSG00000186468,1.1512571684230604,0.0,0.0,RPS23,5220,0.0,6.4291,0.0,2.8292e-07,0.0,0.465,0.00022054735027261693,0.039803980398039805,1.6773677367736775,0.6463105900086343
ENSG00000174695,0.12956661481077086,0.0,0.0,TMEM167A,25018,5.0,5.1042,0.9795799999999999,2.816e-07,0.503,1.793,5.178935758684581e-06,0.08840884088408842,1.886788678867887,0.9568507674686824
ENSG00000152422,4.7193097821019485,5.0,1.059476963975235,XRCC4,276290,12.0,17.769000000000002,0.67533,1.1142e-06,0.432,1.094,1.7081001057229534e-05,0.5402540254025403,1.837983798379838,1.162012888484049
ENSG00000038427,58.19244785908932,10.0,0.1718436045896299,VCAN,110839,13.0,103.98,0.12503,5.1026e-06,0.08,0.199,0.0005250177993223443,0.10601060106010601,0.29142914291429145,0.18902796504859296
ENSG00000145681,5.806222247913543,1.0,0.172229025569827,HAPLN1,83809,3.0,15.892000000000001,0.18877,9.022399999999999e-07,0.085,0.488,6.927922118046443e-05,0.06120612061206121,0.8164816481648165,0.3442479183121528
ENSG00000164176,11.949254407505634,2.0,0.1673744596770614,EDIL3,444239,12.0,30.846,0.38902,1.804e-06,0.248,0.63,2.6898256135786445e-05,0.06840684068406841,0.5268526852685269,0.25106166567613564
ENSG00000127184,0.8144821219613723,0.0,0.0,COX7C,3059,0.0,2.5223,0.0,1.0557e-07,0.0,1.141,0.0002662576403927337,0.05020502050205021,1.7711771177117712,0.7397515512166069
ENSG00000145715,19.26648084479939,0.0,0.0,RASA1,124044,3.0,60.097,0.04992,3.4484e-06,0.022,0.129,0.00015531973206926082,0.0026002600260026003,0.15541554155415543,0.051803669016821485
ENSG00000134480,4.468507268124191,4.0,0.8951535177158024,CCNH,21526,8.0,17.843,0.44835,9.296899999999999e-07,0.262,0.809,0.00020758651250228519,0.43344334433443343,1.7725772577257726,1.044854178642594
ENSG00000164180,10.119282366801453,3.0,0.29646371069179417,TMEM161B,79844,13.0,28.68,0.45328,1.685e-06,0.294,0.721,0.00012673816901459664,0.135013501350135,0.7662766276627663,0.39528046458302213
ENSG00000081189,5.209617370839214,0.0,0.0,MEF2C,185948,7.0,21.61,0.32392,1.245e-06,0.183,0.608,2.8016528119900263e-05,0.0098009800980098,0.5748574857485749,0.19179303328301234
ENSG00000153140,1.7006580646673037,2.0,1.1760153563798588,CETN3,17526,7.0,9.2808,0.7542399999999999,5.386199999999999e-07,0.428,1.409,9.703629263193562e-05,0.40624062406240624,1.9025902590259027,1.1802971930354205
ENSG00000176055,2.6499491175077585,4.0,1.5094629453723045,MBLAC2,16566,8.0,11.190999999999999,0.71486,7.1561e-07,0.419,1.288,0.00015996312432136657,0.6468646864686469,1.9313931393139314,1.349210388964192
ENSG00000113356,2.0084831315435836,3.0,1.4936645236818116,POLR3G,42806,14.0,12.293,1.1389,5.158600000000001e-07,0.75,1.73,4.692059831667485e-05,0.5656565656565656,1.9283928392839285,1.308827614278167
ENSG00000176018,2.562840223544805,0.0,0.0,LYSMD3,13974,3.0,12.575999999999999,0.23856,7.664699999999999e-07,0.108,0.617,0.0001834006171135541,0.019801980198019802,1.1271127112711272,0.3781416774077414
ENSG00000164199,97.40041865605653,47.0,0.48254412710450356,GPR98,634878,110.0,249.56,0.44078,1.322e-05,0.377,0.516,0.000153415961265088,0.38183818381838186,0.6152615261526153,0.492811023425876
ENSG00000113369,7.965149673310342,2.0,0.251093837784569,ARRDC3,14636,2.0,21.976999999999997,0.091003,1.253e-06,0.036,0.286,0.0005442162936123491,0.10261026102610261,0.7902790279027903,0.3766101558285736
ENSG00000175745,7.673719620486645,0.0,0.0,NR2F1,11279,0.0,15.607000000000001,0.0,7.589799999999999e-07,0.0,0.191,0.0006803546077211318,0.006600660066006601,0.39023902390239024,0.1302144833180804
ENSG00000113391,7.616344735448791,3.0,0.3938897337507696,FAM172A,493630,10.0,23.410999999999998,0.42713999999999996,1.2393000000000001e-06,0.263,0.725,1.542925822062839e-05,0.17941794179417941,1.0173017301730174,0.5249008370749741
ENSG00000185261,25.058386140315108,22.0,0.8779495964668438,KIAA0825,465639,13.0,13.479000000000001,0.96444,6.355e-07,0.627,1.526,5.381505015755791e-05,0.6272627262726272,1.2537253725372537,0.9178487426729212
ENSG00000133302,16.647823227117613,9.0,0.5406112184889081,ANKRD32,121090,23.0,46.123000000000005,0.49867,2.1694999999999997e-06,0.358,0.706,0.00013748305580244127,0.32583258325832587,0.9432943294329433,0.6006781719603647
ENSG00000175471,16.22293160410923,5.0,0.3082057005488152,MCTP1,580834,17.0,51.692,0.32887,2.5997000000000003e-06,0.224,0.493,2.7930409728268717e-05,0.16101610161016103,0.6480648064806481,0.3698468358055635
ENSG00000153347,8.125970620873991,6.0,0.7383733316223421,FAM81B,59111,20.0,25.506,0.78414,1.2765e-06,0.551,1.139,0.00013746968619840624,0.40404040404040403,1.4433443344334433,0.8569452497187443
ENSG00000198677,34.203620040597116,22.0,0.6432067709174544,TTC37,91113,62.0,97.854,0.6336,4.6772e-06,0.515,0.783,0.0003753978031740489,0.4596459645964597,0.9184918491849186,0.6724434422410154
ENSG00000164291,8.27470108598169,7.0,0.8459520080862882,ARSK,49991,18.0,24.63,0.7308,1.2816e-06,0.504,1.084,0.00016552381600651496,0.48024802480248024,1.5593559355935593,0.9579776005414353
ENSG00000175449,1.0980870309919168,0.0,0.0,RFESD,38020,9.0,11.298,0.7966300000000001,6.7013e-07,0.479,1.387,2.888182617022401e-05,0.041204120412041204,1.693969396939694,0.6603157919081268
ENSG00000145757,2.8144097582113,4.0,1.4212571528824582,SPATA9,46531,8.0,10.725,0.74593,5.1397e-07,0.437,1.343,6.048461795816337e-05,0.6228622862286228,1.9241924192419242,1.3227417330666744
ENSG00000164292,9.829730851754054,5.0,0.5086609262661329,RHOBTB3,110862,14.0,30.21,0.46342,1.525e-06,0.305,0.724,8.866636766208488e-05,0.2658265826582658,1.0691069106910691,0.6102513837640697
ENSG00000173221,3.065714714399295,4.0,1.3047528464447389,GLRX,71687,8.0,5.2755,1.5164,2.9189e-07,0.835,1.933,4.276528121415731e-05,0.5880588058805881,1.910991099109911,1.2813409884548093
