gene_id,expected_SYN,observed_SYN,observed/expected_SYN,gene_SYN,gene_length,obs_syn,exp_syn,oe_syn,mu_syn,oe_lof,oe_syn_lower,oe_syn_upper,oe_lof_lower,oe_lof_upper,expected/gene_length,lower_oe_bound,LOEUF_SYN,posterior_distribution_mean_SYN
ENSG00000153208,214.6218251367227,208.0,0.9691465435423247,MERTK,131083,207,216.24,0.95725,1.365e-05,0.53556,0.854,1.074,0.389,0.748,0.0016372971715380537,0.8656865686568657,1.087108710871087,0.9738059019247398
ENSG00000153214,60.89017192546469,46.0,0.7554585337073499,TMEM87B,64096,88,99.745,0.88225,5.1728e-06,0.73198,0.742,1.053,0.529,1.029,0.0009499839603947936,0.5964596459645964,0.965896589658966,0.7718815453096797
ENSG00000144152,90.04307025304936,101.0,1.1216854302741812,FBLN7,49830,129,118.96,1.0844,8.309e-06,0.5787,0.939,1.255,0.363,0.958,0.0018070052228185704,0.954895489548955,1.3233323332333233,1.1327912265307163
ENSG00000144161,24.501773741875006,29.0,1.1835877804404527,ZC3H8,43612,39,46.32899999999999,0.8418100000000001,2.3201e-06,0.24452,0.651,1.1,0.119,0.56,0.0005618126603199808,0.8812881288128813,1.6103610361036105,1.2231728023312685
ENSG00000188177,155.34129449392643,161.0,1.0364275675988706,ZC3H6,64470,220,211.37,1.0408,1.0892999999999999e-05,0.23923000000000003,0.932,1.164,0.147,0.406,0.002409512866355304,0.9118911891189119,1.181118111811181,1.0428650059069382
ENSG00000114999,60.43187585951534,62.0,1.0259486259226844,TTL,59586,84,81.446,1.0314,4.473e-06,0.22705999999999998,0.864,1.237,0.111,0.52,0.0010141958825817363,0.8362836283628363,1.2675267526752676,1.0424961818124887
ENSG00000125630,206.029170698614,221.0,1.072663639088689,POLR1B,35144,236,229.21,1.0296,1.2538e-05,0.12470999999999999,0.925,1.147,0.067,0.246,0.0058624280303498175,0.9612961296129613,1.199119911991199,1.0775173207135245
ENSG00000125611,23.378812733256638,22.0,0.9410229788403557,CHCHD5,5036,26,28.712,0.90553,1.931e-06,0.41977,0.663,1.256,0.19,1.083,0.004642337715102589,0.6724672467246725,1.3435343534353437,0.9837488940432854
ENSG00000144136,141.439782972703,131.0,0.9261892039616759,SLC20A1,17971,137,140.31,0.9764299999999999,7.567999999999999e-06,0.26852,0.849,1.125,0.157,0.484,0.007870445883518058,0.8038803880388039,1.0707070707070707,0.9332593505568032
ENSG00000169607,123.89853724073747,108.0,0.8716809932158741,CKAP2L,28325,127,144.55,0.8785700000000001,7.5428e-06,0.38616,0.76,1.018,0.246,0.626,0.0043741760720472185,0.7458745874587459,1.0227022702270228,0.8797521135234283
ENSG00000115008,56.106842830129665,48.0,0.8555106218563371,IL1A,10676,48,55.886,0.8588899999999999,3.0656e-06,0.69808,0.68,1.092,0.396,1.309,0.005255418024553172,0.6786678667866787,1.0881088108810881,0.8733337598041933
ENSG00000125538,54.583061403983685,60.0,1.0992421175485947,IL1B,7153,59,55.273999999999994,1.0674,3.4282e-06,0.28329,0.865,1.326,0.139,0.648,0.007630792870681348,0.8930893089308931,1.362936293629363,1.1175626396880736
ENSG00000125571,39.19703350486459,47.0,1.1990703325588916,IL37,5912,53,47.076,1.1258,2.6768e-06,0.9438,0.902,1.415,0.512,1.729,0.006630080092162482,0.9490949094909491,1.528952895289529,1.2245078326407417
ENSG00000136688,34.491135400180234,42.0,1.2177041872556196,IL36G,12463,45,35.565,1.2653,1.9689e-06,0.95414,0.995,1.621,0.517,1.738,0.0027674825804525583,0.9512951295129514,1.5743574357435743,1.2464333398615477
ENSG00000136694,36.16691753487449,34.0,0.9400856450432911,IL36A,2584,33,33.762,0.9774299999999999,1.8494999999999998e-06,0.50702,0.74,1.307,0.23,1.298,0.013996485114115515,0.7152715271527152,1.2515251525152515,0.9677347928274374
ENSG00000136696,27.49415400004176,22.0,0.8001701016138407,IL36B,30777,19,26.636999999999997,0.7133,1.1398999999999999e-06,0.56943,0.497,1.047,0.297,1.196,0.0008933344380557481,0.5716571657165717,1.1425142514251425,0.8365410186391938
ENSG00000136695,43.39000755356885,39.0,0.8988244574940673,IL36RN,6745,41,40.184,1.0203,2.7112999999999998e-06,1.3388,0.794,1.324,0.806,1.895,0.006432914388964989,0.6958695869586959,1.1739173917391739,0.9218712304990642
ENSG00000136697,31.613838616541926,40.0,1.2652686845522776,IL1F10,7881,41,31.482,1.3023,1.5264e-06,1.182,1.013,1.685,0.682,1.85,0.004011399393039199,0.9824982498249826,1.6445644564456445,1.2959751188140372
ENSG00000136689,38.33412775881919,46.0,1.1999751315436462,IL1RN,26803,43,36.847,1.167,2.3453e-06,0.39653,0.913,1.505,0.194,0.907,0.0014302178024407414,0.9474947494749475,1.5341534153415342,1.2259712700024106
ENSG00000125637,185.78536230711524,189.0,1.017302965384166,PSD4,52072,251,252.2,0.99525,1.5082e-05,0.22348,0.897,1.105,0.14,0.37,0.003567855321614596,0.9036903690369037,1.1477147714771478,1.022685520756569
ENSG00000125618,87.0500292717455,101.0,1.1602523381664427,PAX8,62954,130,118.45,1.0975,8.265700000000001e-06,0.042191,0.951,1.27,0.014,0.2,0.0013827561278353321,0.9876987698769877,1.3689368936893689,1.1717399839947205
ENSG00000115084,51.05671955271909,52.0,1.0184751479441785,SLC35F5,51813,93,90.895,1.0232,4.4492000000000005e-06,0.55467,0.864,1.216,0.379,0.832,0.0009854036545407347,0.8150815081508151,1.2831283128312831,1.038061175496117
ENSG00000115091,37.55140052982223,36.0,0.9586859475829629,ACTR3,72637,70,74.717,0.93686,3.7256e-06,0.0,0.772,1.143,0.0,0.118,0.0005169734505805888,0.7348734873487349,1.265926592659266,0.9853156797256415
ENSG00000175497,128.33207445828538,126.0,0.9818278129755985,DPP10,1403453,146,147.98,0.98665,8.114900000000001e-06,0.07782599999999999,0.862,1.132,0.037,0.178,9.144023665793253e-05,0.8496849684968497,1.1383138313831382,0.9896200972055638
ENSG00000088205,105.1260600413615,90.0,0.8561150295615549,DDX18,17730,130,126.17,1.0304,6.2963e-06,0.25056,0.893,1.192,0.146,0.452,0.005929275806055358,0.7218721872187219,1.02010201020102,0.8656274187789057
ENSG00000125633,107.27193604218843,115.0,1.072041805554551,CCDC93,98656,126,120.08,1.0493,6.5858000000000005e-06,0.41988000000000003,0.907,1.217,0.297,0.605,0.0010873331175213715,0.9216921692169218,1.2517251725172518,1.0813639082114865
ENSG00000125629,42.640473172204395,46.0,1.0787872783265817,INSIG2,22546,46,44.483999999999995,1.0341,2.2034e-06,0.33688,0.815,1.322,0.165,0.771,0.0018912655536327684,0.8516851685168517,1.3793379337933793,1.1022369789459396
ENSG00000163064,44.656769861706074,43.0,0.9628999171494761,EN1,5508,101,81.60600000000001,1.2377,3.9127e-06,0.0,1.053,1.46,0.0,0.35,0.008107619800600232,0.7542754275427543,1.2417241724172419,0.985292896794916
ENSG00000019169,100.21685411541641,107.0,1.0676846818277859,MARCO,52495,129,114.52,1.1264,6.9675e-06,0.9927600000000001,0.975,1.304,0.745,1.34,0.0019090742759389735,0.9128912891289129,1.2537253725372537,1.077663043339897
ENSG00000144119,33.4503112963487,23.0,0.6875870241156944,C1QL2,2647,75,67.476,1.1115,3.224e-06,0.47367,0.922,1.347,0.215,1.218,0.012637065091178202,0.49464946494649464,0.9740974097409741,0.7174821114631788
ENSG00000115107,145.31386582773203,130.0,0.8946152472064404,STEAP3,41845,154,151.46,1.0168,1.1054000000000001e-05,0.85987,0.891,1.162,0.567,1.344,0.0034726697533213535,0.7758775877587759,1.0349034903490348,0.9014969029541823
ENSG00000186132,14.977208488831991,14.0,0.934753629852942,C2orf76,64604,18,23.294,0.77273,1.2603e-06,0.65772,0.533,1.146,0.322,1.473,0.0002318309777851525,0.6172617261726173,1.4585458545854586,1.000469491233637
ENSG00000155368,19.258171666025437,22.0,1.1423722034221762,DBI,5630,31,30.184,1.027,1.6778e-06,0.70944,0.771,1.386,0.369,1.469,0.0034206343989387988,0.8160816081608161,1.6235623562356236,1.1917402392174312
ENSG00000171227,57.68158789627539,63.0,1.092202942007913,TMEM37,8620,61,53.718,1.1356,3.9121e-06,0.8648600000000001,0.923,1.405,0.419,1.748,0.006691599523929859,0.8916891689168918,1.3471347134713472,1.1095394318809544
ENSG00000080293,85.75773851482595,83.0,0.9678426861227318,SCTR,84652,97,99.956,0.9704200000000001,5.842200000000001e-06,0.79419,0.822,1.149,0.562,1.144,0.001013062166455913,0.8106810681068107,1.1617161716171618,0.9795034413771767
ENSG00000163075,103.58116536876817,105.0,1.0136978052542711,PCDP1,117820,150,158.84,0.94435,9.0065e-06,0.67769,0.826,1.081,0.513,0.906,0.0008791475587232063,0.8654865486548655,1.192119211921192,1.0233520700662133
ENSG00000144120,82.76336602209581,87.0,1.0511897253764801,TMEM177,7341,87,82.054,1.0603,5.146e-06,0.5617,0.891,1.267,0.276,1.279,0.011274126961190003,0.8838883888388839,1.2563256325632564,1.0632723658845682
ENSG00000088179,104.77321463581443,75.0,0.7158318112190756,PTPN4,224188,122,163.56,0.7459100000000001,7.9832e-06,0.16430999999999998,0.643,0.867,0.1,0.279,0.0004673453290801222,0.594059405940594,0.8674867486748675,0.7253762353686634
ENSG00000115109,118.98304699634683,116.0,0.9749288064841841,EPB41L5,166115,143,141.35,1.0117,7.329500000000001e-06,0.26764,0.882,1.162,0.173,0.426,0.0007162691328076744,0.8386838683868387,1.1375137513751377,0.9833333651607719
ENSG00000144118,33.4592253019869,35.0,1.04604932373977,RALB,54650,47,47.45399999999999,0.9904299999999999,3.2157e-06,0.44501,0.783,1.263,0.218,1.018,0.0006122456596886898,0.7988798879887989,1.386938693869387,1.075923327591582
ENSG00000163083,78.99795662322619,76.0,0.9620502003928446,INHBB,5666,94,96.765,0.9714299999999999,6.4614e-06,0.0,0.821,1.153,0.0,0.269,0.013942456163647404,0.7994799479947995,1.1643164316431645,0.9747087556608522
ENSG00000074047,393.9709084714087,373.0,0.9467704137019279,GLI2,257031,428,448.02,0.9553200000000001,3.5578000000000004e-05,0.17709,0.882,1.035,0.106,0.309,0.0015327758459929295,0.8700870087008701,1.0315031503150316,0.9493086721837026
ENSG00000115112,116.08191180239129,115.0,0.9906797554796216,TFCP2L1,68621,119,124.94,0.9524299999999999,8.36e-06,0.030151,0.82,1.109,0.01,0.143,0.0016916383002636406,0.8516851685168517,1.1567156715671567,0.9992943620490098
ENSG00000074054,229.14513845327326,230.0,1.0037306553937695,CLASP1,311812,316,322.85,0.9787899999999999,1.8786e-05,0.10107999999999999,0.892,1.074,0.06,0.176,0.0007348823600543702,0.9014901490149015,1.1197119711971197,1.0080947017215687
ENSG00000155438,46.65438160521113,57.0,1.2217501987773278,NIFK,9979,64,56.143,1.1399,2.6685000000000004e-06,0.53008,0.931,1.404,0.31,0.956,0.004675256198538043,0.9874987498749875,1.5231523152315232,1.2431559267320087
ENSG00000211460,38.84797795133935,40.0,1.0296546206369779,TSN,30751,52,47.73,1.0895,2.6470999999999996e-06,0.14429,0.871,1.373,0.058,0.454,0.001263307793286051,0.7996799679967997,1.3403340334033405,1.0553941597348198
ENSG00000155052,270.9606594404599,277.0,1.022288625116323,CNTNAP5,890001,324,298.58,1.0852,1.8532e-05,0.17845999999999998,0.99,1.19,0.113,0.289,0.00030444983706811554,0.9268926892689269,1.1293129312931294,1.0259791977701729
ENSG00000136732,31.769095002108998,38.0,1.1961310197057033,GYPC,40738,38,28.826,1.3182,1.8047999999999999e-06,0.38619000000000003,1.016,1.719,0.157,1.205,0.0007798393392436791,0.9230923092309231,1.566956695669567,1.227289600819471
ENSG00000136717,107.02349456481839,103.0,0.9624055018836861,BIN1,59329,157,161.2,0.97393,1.2206e-05,0.19568,0.855,1.112,0.11,0.368,0.0018038985077250315,0.8204820482048205,1.1337133713371337,0.9717492446204209
ENSG00000186684,92.64907029526671,93.0,1.0037877304501264,CYP27C1,35959,87,92.212,0.94347,5.7055e-06,0.6673600000000001,0.792,1.128,0.427,1.081,0.002576519655587383,0.8488848884888489,1.1927192719271928,1.0145811469065324
ENSG00000163161,168.7078190627736,154.0,0.9128207622830982,ERCC3,36887,164,169.44,0.9679200000000001,1.0578e-05,0.55866,0.852,1.102,0.404,0.786,0.004573638925984049,0.800880088008801,1.0435043504350436,0.918748169830391
ENSG00000169967,50.04467394377236,51.0,1.0190894650907507,MAP3K2,89736,104,106.49,0.9766100000000001,5.1797000000000006e-06,0.0,0.832,1.149,0.0,0.091,0.0005576878169716988,0.8138813881388139,1.286928692869287,1.0390715656646508
ENSG00000115718,109.67243377648607,97.0,0.8844519690124442,PROC,10820,102,111.71,0.91306,7.5581e-06,0.5220600000000001,0.777,1.076,0.328,0.864,0.010136084452540302,0.7504750475047505,1.0471047104710471,0.8935700305486549
ENSG00000163166,107.09601880039088,101.0,0.9430789410411899,IWS1,90680,149,155.99,0.95519,8.6978e-06,0.12699000000000002,0.835,1.094,0.065,0.267,0.0011810324084736534,0.802880288028803,1.1127112711271128,0.9524163562990233
ENSG00000169994,351.32285523900595,345.0,0.982002721585806,MYO7B,101927,560,553.08,1.0125,3.8817e-05,0.59831,0.944,1.086,0.49,0.733,0.003446808551600714,0.8994899489948995,1.0735073507350736,0.9848491062860548
ENSG00000072163,77.10449685292375,70.0,0.9078588520397777,LIMS2,43405,81,95.23899999999999,0.85049,7.0122e-06,0.51883,0.71,1.023,0.319,0.88,0.0017763966559825768,0.7486748674867487,1.1077107710771077,0.9208282642117485
ENSG00000144230,106.47242169448809,104.0,0.9767787596530635,GPR17,6775,112,103.63,1.0808,7.6857e-06,0.78565,0.926,1.264,0.445,1.463,0.015715486596972413,0.8334833483348335,1.1497149714971497,0.986170863111266
ENSG00000136709,199.93581875041176,169.0,0.845271252826237,WDR33,110166,243,266.66,0.91128,1.5219000000000001e-05,0.12563,0.82,1.013,0.077,0.213,0.0018148595642068493,0.7458745874587459,0.9602960296029603,0.8502728578725463
ENSG00000144231,14.972675847844659,13.0,0.8682482765344426,POLR2D,11892,23,25.807,0.8912399999999999,1.2289e-06,0.28517,0.64,1.263,0.116,0.897,0.0012590544776189588,0.5652565256525652,1.3791379137913793,0.9345425595830686
ENSG00000144233,73.21775971142367,76.0,1.0379995277039629,AMMECR1L,24293,75,71.734,1.0455,4.5327e-06,0.0537,0.867,1.267,0.018,0.255,0.003013944745870155,0.8626862686268627,1.2563256325632564,1.0516574161223704
ENSG00000136715,218.13638996969962,208.0,0.9535318707203891,SAP130,86904,232,237.91,0.97516,1.3875e-05,0.061702,0.875,1.087,0.027,0.159,0.00251008457573529,0.8516851685168517,1.0697069706970697,0.9581161585603908
ENSG00000136731,272.8809874247626,258.0,0.9454671152974132,UGGT1,104478,274,302.19,0.9067299999999999,1.6652e-05,0.36709,0.821,1.002,0.277,0.491,0.0026118511784754936,0.8542854285428543,1.0481048104810482,0.9491317165194961
ENSG00000136720,7.832472753958968,5.0,0.638368004213321,HS6ST1,81862,135,123.07,1.0969,8.884299999999999e-06,0.079222,0.953,1.265,0.027,0.376,9.567898113848877e-05,0.33343334333433344,1.3351335133513351,0.7635650615993982
ENSG00000152076,11.291687124882063,14.0,1.239850152166364,CCDC74B,5848,117,98.765,1.1846,6.1987000000000005e-06,0.9250200000000001,1.019,1.381,0.625,1.404,0.0019308630514504213,0.8142814281428143,1.8195819581958197,1.2951340804116787
ENSG00000136699,64.97875772035175,68.0,1.046495845498474,SMPD4,31343,256,228.68,1.1195,1.5080999999999998e-05,0.7706,1.01,1.242,0.588,1.022,0.002073150551011446,0.8606860686068607,1.2805280528052805,1.0618854886859863
ENSG00000152082,16.310865816084007,15.0,0.9196323585231525,MZT2B,8993,50,41.153999999999996,1.2149,2.3604e-06,0.5368,0.967,1.538,0.217,1.565,0.001813729102199934,0.6152615261526153,1.4147414741474147,0.980416931890691
ENSG00000136710,39.72654846524621,38.0,0.9565391776545441,CCDC115,4109,46,43.8,1.0502,2.0321999999999998e-06,1.1199,0.828,1.343,0.686,1.78,0.009668179232233199,0.7382738273827383,1.2537253725372537,0.9817110708183632
ENSG00000136718,64.85017318523603,67.0,1.0331506719129842,IMP4,5586,77,78.715,0.97821,5.1784e-06,0.5959300000000001,0.813,1.182,0.387,0.947,0.011609411597786615,0.8484848484848485,1.2661266126612662,1.0485708302476093
ENSG00000072135,87.7469395006677,88.0,1.0028839809202734,PTPN18,19403,96,102.4,0.9374600000000001,6.440700000000001e-06,0.66374,0.794,1.111,0.458,0.984,0.004522338787850729,0.8440844084408441,1.1973197319731974,1.0142803897941632
ENSG00000173302,61.37201542498096,49.0,0.7984094975648293,GPR148,1267,83,86.619,0.9582200000000001,4.4635000000000005e-06,1.107,0.802,1.15,0.593,1.842,0.04843884406075845,0.6348634863486349,1.0131013101310131,0.8147035689436661
ENSG00000178171,175.03229093676774,189.0,1.0798007555547464,AMER3,12700,265,231.31,1.1456,1.5256e-05,0.17132,1.035,1.268,0.069,0.539,0.013782070152501397,0.9592959295929593,1.218121812181218,1.085513987065618
ENSG00000136002,136.20696810464105,135.0,0.9911387198361702,ARHGEF4,210348,178,179.9,0.98944,1.2412e-05,0.34115999999999996,0.875,1.12,0.218,0.553,0.0006475315577264393,0.8618861886188619,1.1433143314331433,0.998480488131253
ENSG00000152102,16.061743476459554,16.0,0.9961558671043372,FAM168B,45585,61,46.922,1.3,3.1757999999999997e-06,0.4769,1.057,1.609,0.234,1.091,0.0003523471202470013,0.6742674267426743,1.5091509150915092,1.0570391667784964
ENSG00000115762,58.26924901067132,58.0,0.9953792263459238,PLEKHB2,248863,58,60.888000000000005,0.95258,4.3043000000000004e-06,0.96486,0.77,1.185,0.652,1.463,0.0002341418732823735,0.8058805880588059,1.2387238723872387,1.0125409356597133
ENSG00000173272,18.279088088303702,14.0,0.7659025402343909,MZT2A,27844,45,40.816,1.1025,2.4792e-06,2.0734,0.867,1.414,0.906,1.961,0.0006564821178100741,0.5058505850585059,1.1973197319731974,0.820586694300991
ENSG00000163040,13.918425498873447,20.0,1.4369441429721195,CCDC74A,5992,100,90.67399999999999,1.1028,5.213e-06,1.3999,0.937,1.302,1.008,1.863,0.002322834696073673,1.0015001500150016,1.8961896189618963,1.4522319745043006
ENSG00000183840,140.8344185671419,128.0,0.9088687360822725,GPR39,229986,143,141.02,1.014,1.0994e-05,1.1958,0.884,1.165,0.761,1.81,0.000612360833125242,0.7874787478747876,1.0525052505250525,0.9159692730829153
ENSG00000150551,16.004670158842984,22.0,1.374598775335863,LYPD1,26727,44,32.952,1.3353,2.0132e-06,0.9090299999999999,1.048,1.711,0.469,1.738,0.000598820300027799,0.9774977497749775,1.8563856385638564,1.4066987563116948
ENSG00000176771,284.96000832522714,293.0,1.0282144562039623,NCKAP5,896661,403,398.14,1.0122,2.3267e-05,0.32061,0.932,1.099,0.23,0.454,0.00031780127419975566,0.9346934693469348,1.1327132713271328,1.0317237205596075
ENSG00000152127,139.4094490083674,143.0,1.0257554349233322,MGAT5,334639,155,152.88,1.0139,8.7259e-06,0.068872,0.889,1.158,0.03,0.178,0.0004165965383842511,0.8954895489548955,1.1785178517851786,1.032928549852866
ENSG00000152128,65.27801838470108,67.0,1.026379195599211,TMEM163,263241,64,63.956,1.0007,4.6973e-06,0.37208,0.817,1.232,0.182,0.851,0.00024797815835945423,0.8428842884288429,1.2577257725772577,1.0416982874451621
ENSG00000153086,63.800550798062005,69.0,1.0814953654302297,ACMSD,63488,79,72.31,1.0925,4.6352e-06,0.72451,0.91,1.317,0.484,1.116,0.0010049229901408455,0.8906890689068907,1.3213321332133214,1.097169202311626
ENSG00000082258,118.60424933803668,125.0,1.053925139256475,CCNT2,41108,151,144.84,1.0425,7.6263999999999995e-06,0.16455,0.912,1.193,0.085,0.346,0.0028851865655842336,0.9116911691169117,1.2227222722272229,1.062356540370526
ENSG00000176601,212.91357901648303,225.0,1.0567667926082878,MAP3K19,82978,238,237.54,1.0019,1.2016e-05,0.78362,0.901,1.116,0.608,1.02,0.0025659039626947265,0.9480948094809482,1.1801180118011803,1.0614635339087688
ENSG00000115839,177.01752728089798,179.0,1.0111993018406373,RAB3GAP1,124130,177,181.55,0.97493,9.2784e-06,0.37787,0.862,1.104,0.271,0.535,0.0014260656350672518,0.8954895489548955,1.1447144714471447,1.016848459951479
ENSG00000121988,108.1393369370999,113.0,1.0449481493096942,ZRANB3,394321,179,188.84,0.94789,9.8291e-06,0.72725,0.838,1.073,0.564,0.947,0.00027424189159872263,0.8972897289728973,1.2217221722172218,1.0541954780646394
ENSG00000048991,181.24028244084244,200.0,1.1035074394417854,R3HDM1,193816,225,204.24,1.1016,1.0249000000000001e-05,0.20225,0.987,1.23,0.129,0.328,0.0009351151733646471,0.9834983498349835,1.2407240724072408,1.1090249766389941
ENSG00000144224,75.19018760746981,86.0,1.1437662644088986,UBXN4,43437,91,90.79,1.0023,4.7812e-06,0.25283,0.845,1.193,0.143,0.475,0.0017310170501524003,0.9608960896089609,1.3683368336833683,1.1570658651454324
ENSG00000115850,466.32807423431393,438.0,0.9392529084146882,LCT,49341,437,445.41,0.9811200000000001,3.0684e-05,0.2437,0.906,1.062,0.169,0.358,0.009451127343067914,0.8686868686868687,1.0165016501650166,0.9413973214475984
ENSG00000076003,132.58343141625426,120.0,0.9050904680785659,MCM6,36801,147,159.26,0.92301,8.1727e-06,0.1643,0.806,1.058,0.092,0.309,0.0036027127365086346,0.7806780678067807,1.0533053305330533,0.9126328886458871
ENSG00000115866,62.67280384629908,68.0,1.085000124882964,DARS,79424,87,88.279,0.98551,4.4363e-06,0.43645,0.828,1.178,0.287,0.682,0.0007890915069286246,0.8922892289228923,1.3277327732773279,1.1009559952729533
ENSG00000121966,76.94350308239926,60.0,0.7797929337288638,CXCR4,3817,62,78.87100000000001,0.78609,4.6700999999999996e-06,0.46005,0.64,0.971,0.226,1.052,0.020158109269688043,0.6334633463346335,0.9668966896689669,0.7927894826243448
ENSG00000144229,277.0770552377769,294.0,1.0610766732297645,THSD7B,912173,344,310.33,1.1085,1.7294e-05,0.49778999999999995,1.014,1.212,0.393,0.635,0.00030375494038716,0.9648964896489649,1.1687168716871688,1.0646857775604779
ENSG00000150540,33.810711919104044,30.0,0.8872927630680595,HNMT,52341,50,53.50899999999999,0.9344299999999999,2.6558e-06,0.37877,0.744,1.183,0.197,0.796,0.0006459699264267791,0.6638663866386639,1.2035203520352036,0.9168689305791826
ENSG00000144228,59.944993525339,59.0,0.984235655560801,SPOPL,71747,66,67.62,0.97605,3.237e-06,0.31988,0.799,1.198,0.187,0.577,0.0008355052270525458,0.7982798279827983,1.2225222522252226,1.0009176152771027
ENSG00000144227,56.14888786263434,48.0,0.8548700041473624,NXPH2,109577,51,60.122,0.8482799999999999,3.5016e-06,0.0,0.677,1.071,0.0,0.359,0.0005124149033340422,0.6782678267826783,1.0873087308730873,0.8726797958932995
ENSG00000168702,798.4296031196726,844.0,1.0570750341699156,LRP1B,1900279,936,841.55,1.1122,4.5781999999999996e-05,0.25727,1.053,1.174,0.209,0.317,0.0004201644090787051,0.9990999099909992,1.118911891189119,1.0583274927412065
ENSG00000115919,83.01330170499446,70.0,0.8432383553271978,KYNU,164824,79,88.947,0.8881700000000001,4.5607e-06,0.98144,0.74,1.071,0.722,1.353,0.0005036481441112609,0.6954695469546955,1.028902890289029,0.8552846175461578
ENSG00000075884,72.23794043332384,79.0,1.0936081445029235,ARHGAP15,676991,96,91.24600000000001,1.0521,5.1713e-06,0.60187,0.891,1.247,0.411,0.903,0.00010670443245674439,0.9118911891189119,1.3187318731873188,1.1074512838870134
ENSG00000121964,79.7419503123277,77.0,0.9656147071699623,GTDC1,394501,79,87.99600000000001,0.8977700000000001,4.5733e-06,0.88426,0.748,1.083,0.621,1.285,0.00020213370894453425,0.8034803480348035,1.1671167116711672,0.9781551579121248
ENSG00000169554,270.3640125457415,258.0,0.9542690152090797,ZEB2,140500,264,259.22,1.0184,1.6471e-05,0.022588999999999998,0.92,1.128,0.007,0.107,0.0019242990216778754,0.8622862286228623,1.0579057905790579,0.9579677323222932
ENSG00000121989,90.63566359291416,97.0,1.0702188978906908,ACVR2A,86308,98,95.917,1.0217,4.8292e-06,0.035913,0.867,1.208,0.012,0.17,0.0010501420910334401,0.9080908090809081,1.266926692669267,1.081252082400573
ENSG00000115947,73.92498286842914,57.0,0.7710519203155983,ORC4,91180,65,76.056,0.8546299999999999,3.652e-06,0.7911,0.699,1.051,0.564,1.13,0.0008107587504763012,0.6230623062306231,0.9612961296129613,0.784579146987802
ENSG00000204406,289.20912246479713,294.0,1.0165654440439928,MBD5,497226,301,287.82,1.0458,1.6112e-05,0.043102999999999995,0.951,1.151,0.017,0.136,0.0005816452125689266,0.9242924292429243,1.1197119711971197,1.020023149635979
ENSG00000135999,63.85349941956707,57.0,0.8926683818135909,EPC2,143122,150,143.15,1.0479,7.051e-06,0.050553,0.917,1.2,0.02,0.159,0.0004461473387708883,0.7214721472147215,1.112911291129113,0.9083292306154169
ENSG00000168280,98.14917102925435,98.0,0.998480160069718,KIF5C,250455,183,190.47,0.9607700000000001,1.0725e-05,0.037254,0.851,1.086,0.014,0.117,0.00039188345622668484,0.847884788478848,1.180918091809181,1.0086687331316477
ENSG00000150556,42.630339651058726,41.0,0.9617563532356647,LYPD6B,177156,48,45.068999999999996,1.065,2.7823e-06,0.59964,0.844,1.355,0.34,1.126,0.00024063728945708147,0.7492749274927493,1.247924792479248,0.9852137443340313
ENSG00000187123,34.02559096871377,36.0,1.0580271782230521,LYPD6,144164,34,36.55,0.93024,1.9082e-06,0.85426,0.707,1.238,0.514,1.481,0.0002360200255869272,0.8110811081108111,1.3971397139713972,1.0874024453973368
ENSG00000168288,49.749370290982526,49.0,0.9849370899249682,MMADHC,18183,54,51.745,1.0436,2.3705e-06,0.58596,0.838,1.309,0.36,0.994,0.002736037523565007,0.7832783278327833,1.2497249724972497,1.0050378311166808
ENSG00000115963,44.22543081654787,50.0,1.1305712364319458,RND3,70817,62,55.428000000000004,1.1186,3.3387e-06,0.0,0.911,1.382,0.0,0.283,0.0006245030263432209,0.9010901090109011,1.430943094309431,1.1531771843659469
ENSG00000184898,59.425027251570214,57.0,0.9591918192766813,RBM43,13940,65,67.645,0.9609,3.4662e-06,0.35695,0.786,1.181,0.145,1.119,0.00426291443698495,0.7752775277527753,1.195919591959196,0.9760197457062666
ENSG00000123609,40.204448707426245,38.0,0.945169035310785,NMI,19593,53,56.488,0.93826,3.0584e-06,0.65984,0.752,1.18,0.406,1.119,0.0020519802331152065,0.7294729472947294,1.238923892389239,0.9700417893089439
ENSG00000123610,44.94876072799458,32.0,0.7119217411498077,TNFAIP6,22455,41,54.619,0.75066,3.0488e-06,0.74215,0.584,0.974,0.466,1.228,0.002001726151324631,0.5372537253725372,0.9562956295629563,0.7341692955584611
ENSG00000080345,383.77120807611584,415.0,1.0813734622783122,RIF1,98131,503,432.69,1.1625,2.1661999999999997e-05,0.057116999999999994,1.08,1.251,0.03,0.113,0.003910805026710375,0.9980998099809981,1.172917291729173,1.083979181464525
ENSG00000183091,1044.2020571512833,1102.0,1.0553513014582607,NEB,249152,1373,1355.9,1.0126,7.8752e-05,0.36939,0.968,1.059,0.322,0.424,0.004191024182632623,1.0045004500450045,1.109110911091109,1.056308970515846
ENSG00000162980,12.031440735908246,17.0,1.4129646127302875,ARL5A,39509,33,29.414,1.1219,1.4179e-06,0.30883,0.849,1.5,0.14,0.798,0.0003045240511252688,0.9558955895589559,1.8953895389538955,1.4298553196425796
ENSG00000182389,83.26808937168386,73.0,0.8766863819121612,CACNB4,266304,95,106.32,0.89351,6.0395e-06,0.28123000000000004,0.756,1.06,0.169,0.491,0.00031268058073361215,0.7258725872587259,1.065106510651065,0.8886957844041082
