gene_id,expected_MIS,observed_MIS,observed/expected_MIS,gene_MIS,gene_length_MIS,obs_mis,exp_mis,oe_mis,mu_mis,oe_lof,oe_mis_lower,oe_mis_upper,oe_lof_lower,oe_lof_upper,expected/gene_length,lower_oe_bound,LOEUF_MIS,posterior_distribution_mean_MIS
ENSG00000142871,141.72594975455817,128.0,0.9031514710021076,CYR61,3202,201,216.16,0.9298700000000001,1.1894000000000002e-05,0.17417,0.828,1.045,0.078,0.45,0.04426169573846289,0.7824782478247825,1.045904590459046,0.9102073418693115
ENSG00000117174,128.03090761031572,110.0,0.8591675405036109,ZNHIT6,59011,233,246.08,0.94685,1.1830999999999999e-05,0.7989,0.85,1.055,0.561,1.161,0.002169610879502393,0.7362736273627363,1.0067006700670067,0.8669781545081893
ENSG00000171502,605.6009792464021,594.0,0.980843856526061,COL24A1,427711,908,890.28,1.0199,4.2077e-05,0.75894,0.965,1.077,0.634,0.912,0.0014159116301577514,0.9172917291729173,1.0497049704970498,0.9824951088097749
ENSG00000122417,113.97343452412471,118.0,1.035328982518492,ODF2L,47680,289,279.42,1.0343,1.3041e-05,0.90112,0.939,1.14,0.673,1.222,0.002390382435489193,0.8918891889188919,1.2063206320632063,1.0441029569466138
ENSG00000137975,310.65004419872935,292.0,0.9399644566385494,CLCA2,32473,469,492.26,0.95275,2.3631999999999997e-05,0.9868600000000001,0.883,1.028,0.772,1.273,0.00956641037781324,0.8544854485448545,1.0357035703570356,0.9431835129969008
ENSG00000016490,352.8632201947597,310.0,0.8785273790476045,CLCA1,31922,449,493.06,0.91065,2.5298e-05,0.50102,0.842,0.985,0.354,0.721,0.011053919560013776,0.800880088008801,0.9650965096509652,0.8813613383348549
ENSG00000016602,283.7443104322907,268.0,0.9445123308083115,CLCA4,33677,468,482.27,0.97041,2.3479e-05,0.74702,0.899,1.048,0.55,1.03,0.008425462791587455,0.8550855085508551,1.0451045104510452,0.9480366305501335
ENSG00000097033,89.77144173465783,55.0,0.6126670011891576,SH3GLB1,43609,130,193.78,0.67086,9.1367e-06,0.050882,0.581,0.776,0.017,0.241,0.002058553090753235,0.49324932493249324,0.7668766876687669,0.6238064012107787
ENSG00000183291,17.10354805426121,15.0,0.8770110127098962,SEP15,51976,71,78.319,0.90655,3.8913e-06,0.39691,0.748,1.104,0.18,1.025,0.0003290662623953596,0.5868586858685869,1.34993499349935,0.935259634024886
ENSG00000153936,47.60775848046857,40.0,0.8401991876263255,HS2ST1,222004,135,194.38,0.6945,1.0019e-05,0.20337,0.603,0.801,0.099,0.465,0.00021444549864177477,0.6524652465246524,1.0937093709370937,0.8612041671638951
ENSG00000267561,55.61038527332775,35.0,0.62937884404097,RP5-1052I5.2,176193,114,165.13,0.6903699999999999,8.7024e-06,0.30208,0.592,0.807,0.157,0.635,0.00031562198993903133,0.48064806480648065,0.8344834483448345,0.6473610967278548
ENSG00000143013,80.46409055664292,36.0,0.4474045471831649,LMO4,20456,43,102.97,0.41758999999999996,5.547e-06,0.12548,0.326,0.538,0.044,0.595,0.003933520265772532,0.343034303430343,0.5908590859085909,0.4598324512715862
ENSG00000065243,252.2311865210745,174.0,0.6898433234998159,PKN2,152034,319,507.2,0.6289399999999999,2.5658e-05,0.058011,0.573,0.69,0.025,0.15,0.0016590445987152511,0.6098609860986098,0.7822782278227823,0.6938079403015389
ENSG00000137947,146.69013614394706,68.0,0.46356218480342526,GTF2B,39013,84,179.39,0.46825,9.286799999999999e-06,0.52591,0.392,0.561,0.316,0.918,0.00376003219808646,0.38123812381238126,0.5672567256725672,0.47037927575641686
ENSG00000137944,116.06812005216314,115.0,0.9907974726248422,CCBL2,57181,208,232.46,0.89476,1.1173e-05,0.95252,0.798,1.004,0.689,1.34,0.00202983718459214,0.8518851885188519,1.1567156715671567,0.99941310282158
ENSG00000213516,54.944892749978344,45.0,0.8190024176545097,RBMXL1,13505,201,214.81,0.9357200000000001,1.3375e-05,0.40214,0.833,1.052,0.197,0.92,0.004068485209180181,0.6450645064506451,1.05010501050105,0.8372024713779755
ENSG00000117226,170.80636531939132,176.0,1.0304065640112245,GBP3,16229,305,303.16,1.0061,1.5223e-05,0.9780700000000001,0.915,1.106,0.724,1.341,0.010524762173848748,0.9114911491149115,1.1677167716771677,1.0362611467612883
ENSG00000117228,184.1851751290966,180.0,0.9772773507630939,GBP1,13042,338,315.43,1.0716,1.6963e-05,0.8770700000000001,0.98,1.173,0.638,1.225,0.014122463972480953,0.8656865686568657,1.105910591059106,0.9827066693784441
ENSG00000162645,260.1612096414725,246.0,0.9455675592030494,GBP2,44325,312,317.36,0.9831200000000001,1.6176e-05,0.6753399999999999,0.895,1.08,0.47,0.991,0.005869401232746136,0.8522852285228523,1.050905090509051,0.9494113297689152
ENSG00000213512,255.67922815313906,272.0,1.0638329987334192,GBP7,44290,337,324.39,1.0389,1.5285e-05,0.83726,0.95,1.137,0.605,1.177,0.0057728432637872895,0.9636963696369637,1.1761176117611762,1.0677441494640567
ENSG00000162654,264.54171282850047,246.0,0.9299100598153273,GBP4,17785,318,343.08,0.92689,1.7587999999999998e-05,0.8880600000000001,0.845,1.017,0.646,1.24,0.014874428609980346,0.8380838083808381,1.0335033503350335,0.9336901820096983
ENSG00000154451,197.2959814767486,192.0,0.9731571751380413,GBP5,13912,320,305.04,1.049,1.4977e-05,0.69528,0.957,1.151,0.48,1.031,0.014181712297063586,0.8652865286528653,1.096909690969097,0.9782257020918854
ENSG00000183347,245.0692650530493,232.0,0.9466711378506798,GBP6,22404,339,338.93,1.0002,1.7309e-05,0.9083200000000001,0.914,1.094,0.661,1.269,0.010938638861500148,0.8506850685068507,1.0555055505550555,0.9507516168931398
ENSG00000197147,317.39218989483055,209.0,0.658491313441749,LRRC8B,73029,267,412.32,0.64755,2.1799000000000003e-05,0.079203,0.585,0.717,0.031,0.249,0.004346111680220605,0.5884588458845885,0.7384738473847385,0.6616419895826188
ENSG00000171488,313.11587500370575,218.0,0.6962278740974726,LRRC8C,136832,277,426.82,0.64898,2.2309e-05,0.37692,0.587,0.717,0.232,0.639,0.0022883234550668393,0.6234623462346235,0.7788778877887789,0.6994215799419563
ENSG00000171492,337.42722597942657,204.0,0.6045748069316677,LRRC8D,115598,267,460.3,0.58006,2.3757e-05,0.12065,0.524,0.642,0.054,0.312,0.002918971141191254,0.5394539453945395,0.6790679067906791,0.6075384089264306
ENSG00000162664,145.54522170606998,114.0,0.7832617152504266,ZNF326,40420,241,320.88,0.7510600000000001,1.6912e-05,0.16934000000000002,0.675,0.836,0.087,0.356,0.003600821912569767,0.673067306730673,0.9150915091509151,0.7901324320508687
ENSG00000143032,136.68417291176127,119.0,0.8706201856803305,BARHL2,5699,217,214.35,1.0124,9.807000000000001e-06,0.17252,0.905,1.133,0.07,0.543,0.023983887157705084,0.7504750475047505,1.0137013701370137,0.877936321694451
ENSG00000122482,562.4647549953283,426.0,0.7573807891368024,ZNF644,106971,548,660.23,0.83001,3.4138000000000004e-05,0.12799000000000002,0.773,0.891,0.069,0.253,0.005258105047118643,0.6996699669966997,0.8204820482048205,0.7591586783131798
ENSG00000162669,304.95546147014977,272.0,0.8919335259277671,HFM1,144104,627,681.51,0.9200200000000001,3.1864e-05,0.7502,0.861,0.983,0.608,0.93,0.0021162178806289193,0.8080808080808081,0.9860986098609862,0.8952126933025016
ENSG00000097046,169.25384419948708,149.0,0.8803345100060749,CDC7,24914,265,298.34,0.88826,1.4219e-05,0.50125,0.803,0.983,0.325,0.797,0.006793523488780889,0.7706770677067707,1.0085008500850086,0.8862427953081292
ENSG00000069702,357.25478060721593,291.0,0.8145447333283979,TGFBR3,225991,381,453.35,0.8404,2.4489000000000002e-05,0.30777,0.772,0.915,0.196,0.499,0.0015808363191773828,0.7402740274027403,0.8974897489748975,0.8173438561233413
ENSG00000137948,219.81320298039873,222.0,1.0099484334423545,BRDT,65056,437,464.72,0.9403600000000001,2.3035999999999998e-05,0.45997,0.869,1.018,0.328,0.657,0.0033788305918039645,0.9054905490549056,1.1287128712871288,1.014497750710113
ENSG00000172031,84.31910138512643,61.0,0.7234422449710805,EPHX4,33555,146,186.73,0.78189,8.5372e-06,0.54815,0.683,0.897,0.344,0.907,0.002512862505889627,0.5886588658865887,0.8952895289528953,0.7353019539050326
ENSG00000203910,25.324742812253394,19.0,0.7502544109078508,C1orf146,27874,78,88.505,0.88131,3.9597e-06,0.6662399999999999,0.733,1.064,0.378,1.25,0.0009085435463964051,0.5234523452345234,1.100910091009101,0.7897410820749281
ENSG00000174842,218.58192967747567,181.0,0.8280647913899883,GLMN,52586,237,282.11,0.8401,1.2390999999999999e-05,0.64853,0.755,0.936,0.472,0.906,0.004156656328252305,0.7338733873387339,0.9366936693669368,0.8326397349888279
ENSG00000122484,154.52333657971963,141.0,0.9124835323967856,RPAP2,103092,264,299.82,0.8805299999999999,1.4186e-05,0.5072,0.795,0.975,0.342,0.77,0.0014988877563702288,0.7958795879587959,1.0493049304930493,0.9189550468109474
ENSG00000162676,105.3856887172681,78.0,0.7401384471591845,GFI1,12115,177,247.3,0.7157399999999999,1.3195999999999999e-05,0.24503000000000003,0.632,0.811,0.12,0.561,0.008698777442613957,0.6164616461646165,0.8934893489348935,0.7496274016099435
ENSG00000067208,208.53327375136075,194.0,0.9303071711774442,EVI5,283709,370,414.7,0.8922100000000001,2.0685999999999998e-05,0.54498,0.819,0.972,0.396,0.761,0.0007350252327256476,0.8276827682768277,1.047904790479048,0.9351025689670185
ENSG00000122406,125.57351575038574,73.0,0.5813327719923758,RPL5,9900,101,170.98,0.5907,9.4209e-06,0.0,0.502,0.697,0.0,0.167,0.012684193510139974,0.48124812481248125,0.7062706270627063,0.5892962346224083
ENSG00000154511,22.73837842367845,18.0,0.7916131777126123,FAM69A,119334,120,212.62,0.56439,1.0177000000000001e-05,0.19122,0.486,0.657,0.086,0.494,0.00019054400609783004,0.5472547254725473,1.1739173917391739,0.8355878503241246
ENSG00000143033,158.98582838390314,119.0,0.7484943860068499,MTF2,59847,189,316.44,0.59727,1.5979e-05,0.058380999999999995,0.53,0.674,0.023,0.184,0.002656537978242905,0.6450645064506451,0.8714871487148715,0.7547842547968233
ENSG00000117500,91.24832661631103,76.0,0.8328919862779672,TMED5,30987,100,120.59,0.82926,5.4473e-06,1.1162,0.704,0.979,0.712,1.741,0.002944729293455676,0.6920692069206921,1.008100810081008,0.843851091360572
ENSG00000122483,218.1922720819698,198.0,0.9074565203923262,CCDC18,98812,587,707.64,0.8295100000000001,3.3309e-05,0.7893899999999999,0.774,0.888,0.647,0.967,0.002208155609460084,0.8082808280828083,1.020902090209021,0.9120396341316814
ENSG00000117505,44.96456865265814,16.0,0.3558357275390907,DR1,23611,29,87.95100000000001,0.32973,3.9932e-06,0.0,0.245,0.45,0.0,0.368,0.0019043906930099588,0.24082408240824082,0.5404540454045405,0.37807546051028385
ENSG00000137942,64.55678127034932,56.0,0.8674534092008794,FNBP1L,106531,183,282.88,0.64693,1.4261e-05,0.19769,0.573,0.731,0.111,0.371,0.0006059905686640445,0.6998699869986998,1.0837083708370838,0.8829436486505071
ENSG00000137936,363.3627569441033,350.0,0.9632247480273304,BCAR3,285360,479,497.96,0.9619200000000001,2.9895e-05,0.21213,0.892,1.037,0.124,0.383,0.0012733486015703086,0.8826882688268827,1.0523052305230522,0.9659768187359803
ENSG00000067334,266.6750971920466,234.0,0.877472259179433,DNTTIP2,12102,339,370.05,0.9161,1.7157000000000002e-05,0.6027600000000001,0.837,1.002,0.412,0.904,0.02203562197918085,0.7888788878887889,0.9778977897789779,0.8812221406289176
ENSG00000023909,59.33658548081434,32.0,0.5392962830722161,GCLM,24206,82,124.61,0.6580699999999999,5.7332000000000004e-06,0.0,0.55,0.791,0.0,0.216,0.002451317255259619,0.40704070407040704,0.7244724472447245,0.5561492919182229
ENSG00000198691,1024.613881545587,1001.0,0.9769533851035022,ABCA4,128296,1306,1240.8,1.0526,7.461100000000001e-05,0.7633300000000001,1.005,1.102,0.642,0.91,0.007986327567076035,0.9276927692769277,1.0293029302930294,0.9779293625111979
ENSG00000137962,461.62463044132215,383.0,0.8296784329593604,ARHGAP29,126081,559,645.59,0.86587,3.2463000000000004e-05,0.1378,0.807,0.929,0.08,0.249,0.0036613338285810086,0.7632763276327633,0.9028902890289029,0.8318446951864081
ENSG00000117528,240.5863244882909,166.0,0.6899810301066346,ABCD3,100290,229,365.96,0.62575,1.9474e-05,0.27812,0.561,0.698,0.183,0.435,0.0023989064162757093,0.6082608260826082,0.7848784878487849,0.6941375423361926
ENSG00000117525,113.22983088110466,103.0,0.9096542774858831,F3,12576,134,155.55,0.86144,8.077e-06,0.38221,0.748,0.994,0.199,0.804,0.009003644313064938,0.7754775477547755,1.0715071507150715,0.9184858724129304
ENSG00000143036,181.04763915890285,149.0,0.8229878096848581,SLC44A3,74905,291,342.79,0.84891,1.7207e-05,1.1242,0.771,0.935,0.867,1.473,0.0024170300935705607,0.7204720472047205,0.9428942894289429,0.8285112178035481
ENSG00000117519,138.5146623591858,74.0,0.5342394714005712,CNN3,30328,95,179.54,0.52912,8.9614e-06,0.18929,0.447,0.628,0.085,0.489,0.004567220468187345,0.44284428442844287,0.6482648264826483,0.5414589237167949
ENSG00000172339,99.6253600465771,94.0,0.9435348585546178,ALG14,98539,118,126.41,0.93345,6.6141e-06,0.60629,0.803,1.088,0.331,1.196,0.001011024670907733,0.7984798479847985,1.11991199119912,0.9535724634328585
ENSG00000152078,86.52351590596419,68.0,0.7859135090384447,TMEM56,80270,101,139.47,0.72417,7.0379e-06,0.24961999999999998,0.615,0.854,0.113,0.645,0.0010779060160204831,0.6464646464646465,0.9616961696169617,0.7974710606419512
ENSG00000122481,71.33215071439852,72.0,1.0093625283818433,RWDD3,13071,123,132.68,0.92706,6.1199000000000005e-06,0.55029,0.8,1.077,0.3,1.086,0.005457283353561206,0.8346834683468347,1.2281228122812282,1.0233814523409188
ENSG00000271092,2.0425214980009327,2.0,0.9791818602435521,TMEM56-RWDD3,129303,74,104.5,0.7081,5.254e-06,0.4572,0.586,0.859,0.238,0.961,1.5796396819879916e-05,0.36043604360436043,1.8735873587358736,1.106155978658593
ENSG00000117569,145.9580969141951,65.0,0.4453332934192187,PTBP2,102074,134,286.55,0.46763000000000005,1.4467e-05,0.070403,0.405,0.54,0.028,0.222,0.0014299243383642758,0.36463646364636465,0.5474547454745474,0.4521845748564374
ENSG00000188641,469.7432512802747,458.0,0.9750007025151107,DPYD,843307,569,554.64,1.0259,2.9389e-05,0.77223,0.957,1.1,0.599,1.005,0.000557025201119254,0.9032903290329033,1.0533053305330533,0.9771295250096848
ENSG00000162627,89.47427701128554,81.0,0.9052881197328182,SNX7,98821,190,204.86,0.92748,1.0182999999999999e-05,0.5403899999999999,0.823,1.046,0.332,0.917,0.0009054176441372334,0.7566756675667567,1.0891089108910892,0.9164645162727291
ENSG00000117598,116.41660489501568,69.0,0.5926989544337261,LPPR5,114783,126,181.81,0.69302,8.5731e-06,0.30833,0.599,0.804,0.16,0.648,0.001014232115339516,0.4882488248824883,0.7242724272427243,0.6012887943530554
ENSG00000117600,298.42991748594426,176.0,0.5897532039772434,LPPR4,45638,266,434.97,0.61154,2.3239000000000002e-05,0.1756,0.552,0.677,0.091,0.369,0.006539066512247343,0.5216521652165217,0.6682668266826682,0.5931040744543871
ENSG00000099260,186.08794610143053,182.0,0.9780321821640058,PALMD,48599,289,281.09,1.0281,1.3172999999999999e-05,0.41178000000000003,0.933,1.133,0.253,0.698,0.0038290488714053895,0.8668866886688669,1.105910591059106,0.9834059853627093
ENSG00000156869,245.1453738550168,224.0,0.9137435329800572,FRRS1,57929,306,335.4,0.9123399999999999,1.6000999999999998e-05,0.57776,0.83,1.003,0.402,0.848,0.004231824713960482,0.8194819481948195,1.0207020702070206,0.9178227451808612
ENSG00000162688,608.9044695094874,623.0,1.0231490015204971,AGL,73940,830,793.43,1.0461,3.9747e-05,0.6377,0.987,1.108,0.514,0.795,0.008235115898153738,0.9582958295829583,1.0931093109310932,1.0247912952629057
ENSG00000117620,42.70373860596917,29.0,0.6790974501690668,SLC35A3,57191,109,159.35,0.68404,7.4161e-06,0.42301000000000005,0.585,0.802,0.24,0.795,0.0007466863423610214,0.5056505650565056,0.9258925892589259,0.7025146036212901
ENSG00000156875,174.42785771678982,101.0,0.579035948282922,HIAT1,45281,138,267.97,0.51498,1.314e-05,0.13964000000000001,0.448,0.593,0.068,0.32,0.0038521202649409204,0.4928492849284929,0.6830683068306831,0.5847689774738422
ENSG00000156876,147.96715207332306,117.0,0.7907160363674653,SASS6,49393,261,311.0,0.83924,1.5029000000000001e-05,0.458,0.758,0.93,0.316,0.679,0.0029957109726747324,0.6806680668066807,0.9218921892189219,0.7974742930885548
ENSG00000122435,145.26598053004534,142.0,0.9775172375656815,TRMT13,17348,227,245.07,0.92627,1.1362e-05,0.60285,0.83,1.034,0.402,0.928,0.00837364425467174,0.8530853085308531,1.1235123512351235,0.9844011617738905
ENSG00000122477,88.34115887497407,88.0,0.9961381661807618,LRRC39,29363,160,169.36,0.9447399999999999,8.1263e-06,0.47536000000000006,0.83,1.077,0.286,0.83,0.003008587640056332,0.8384838483848385,1.1893189318931894,1.007457918069067
ENSG00000137992,195.74898082260384,158.0,0.8071561820451387,DBT,62916,215,259.94,0.8271,1.3080999999999999e-05,0.50346,0.739,0.926,0.322,0.816,0.003111275046452474,0.7092709270927093,0.9210921092109211,0.812264765475804
ENSG00000137996,112.08859539128687,115.0,1.0259741376769849,RTCA,26563,195,207.26,0.94085,1.0371e-05,0.74422,0.836,1.059,0.503,1.13,0.004219726513996419,0.8820882088208821,1.197919791979198,1.0348956519176538
ENSG00000079335,186.65774760989595,176.0,0.9429021953475512,CDC14A,175250,309,334.4,0.92404,1.7157000000000002e-05,0.5101399999999999,0.841,1.015,0.348,0.765,0.0010650941375742993,0.8340834083408342,1.0685068506850686,0.9482595941847531
ENSG00000181656,5.394511787000444,0.0,0.0,GPR88,3882,65,179.08,0.36296999999999996,8.2259e-06,0.11126,0.296,0.446,0.039,0.528,0.0013896217895415879,0.009400940094009401,0.5552555255525553,0.1852323851849266
ENSG00000162692,279.02917078926174,226.0,0.8099511580123918,VCAM1,19304,322,388.9,0.8279700000000001,1.9083e-05,0.18336,0.755,0.908,0.095,0.386,0.014454474243123796,0.7268726872687269,0.9042904290429044,0.8135350126938625
ENSG00000162694,128.52874176369858,109.0,0.8480593406912644,EXTL2,23612,146,177.12,0.8243,8.3462e-06,0.5714899999999999,0.72,0.946,0.334,1.031,0.005443365312709579,0.7262726272627263,0.9942994299429944,0.8558397016150374
ENSG00000162695,133.713515327756,125.0,0.9348344458195,SLC30A7,85678,182,200.62,0.9072100000000001,9.2062e-06,0.6434300000000001,0.803,1.026,0.418,1.023,0.001560651688038423,0.8086808680868087,1.0845084508450846,0.9423131213860565
ENSG00000117543,111.56662295241605,102.0,0.9142519267926906,DPH5,36466,131,147.45,0.88845,6.6177999999999996e-06,0.76723,0.77,1.027,0.482,1.269,0.003059469723918611,0.7788778877887789,1.0777077707770777,0.9232151809769328
ENSG00000170989,196.5021771362591,84.0,0.4274761797766367,S1PR1,4631,120,231.72,0.51786,1.5677e-05,0.11520999999999999,0.446,0.603,0.04,0.547,0.04243191041594884,0.3584358435843584,0.5124512451245125,0.4325651819168347
ENSG00000118733,199.7444911807314,127.0,0.6358122782224255,OLFM3,194457,174,245.15,0.70977,1.1974000000000001e-05,0.39445,0.626,0.805,0.237,0.688,0.001027191056021287,0.5506550655065506,0.7366736673667367,0.6408186741139407
ENSG00000060718,822.3287587567388,657.0,0.7989505328663249,COL11A1,232030,903,993.89,0.90855,5.0296999999999996e-05,0.14411,0.859,0.96,0.098,0.216,0.003544062227973705,0.7494749474947495,0.8520852085208521,0.8001665915160456
ENSG00000185946,16.080234522716683,16.0,0.9950103636484073,RNPC3,29549,178,219.24,0.81189,1.0677000000000001e-05,0.43804,0.718,0.919,0.269,0.743,0.0005441887888834371,0.6734673467346735,1.5075507550755076,1.0558474342662292
ENSG00000240038,58.30052356492809,80.0,1.3722003698801375,AMY2B,25720,388,271.31,1.4301,1.4366e-05,1.3259,1.315,1.555,1.025,1.723,0.0022667388633331297,1.1455145514551455,1.6523652365236525,1.3892139992487471
ENSG00000198890,154.58268249792616,131.0,0.8474429210513763,PRMT6,2650,213,224.66,0.9481200000000001,1.0081e-05,0.46573000000000003,0.847,1.062,0.254,0.919,0.05833308773506647,0.7354735473547355,0.9796979697969798,0.8539119509830662
ENSG00000162631,170.53147517015523,90.0,0.5277618100130699,NTNG1,343452,193,315.75,0.61124,1.7653e-05,0.15624000000000002,0.543,0.689,0.076,0.358,0.000496522003570092,0.4450445044504451,0.6288628862886289,0.5336258301243263
ENSG00000134215,320.8122665468364,275.0,0.8571991431626006,VAV3,393985,370,436.73,0.8472,2.1366999999999997e-05,0.53675,0.777,0.923,0.402,0.724,0.0008142753316670339,0.7768776877687769,0.9472947294729473,0.8603162309559191
ENSG00000085491,137.71293086749736,117.0,0.8495934206249184,SLC25A24,66814,220,257.21,0.8553299999999999,1.2498e-05,0.78176,0.765,0.956,0.553,1.126,0.0020611388461624414,0.7312731273127313,0.9904990499049905,0.8568549028524821
ENSG00000162636,130.9466883326813,104.0,0.7942163434922391,FAM102B,84812,155,194.19,0.79818,9.650599999999999e-06,0.44273,0.7,0.912,0.266,0.773,0.0015439641599382316,0.6776677667766777,0.9346934693469348,0.8018530391027416
ENSG00000162639,157.27923884693416,164.0,1.0427313941899639,HENMT1,13237,213,215.42,0.9887799999999999,1.1360999999999998e-05,1.0126,0.883,1.108,0.667,1.572,0.0118817888378737,0.9184918491849186,1.186918691869187,1.04908951244722
ENSG00000134186,178.68114757877544,99.0,0.5540595711495176,PRPF38B,9481,223,319.73,0.69747,1.8422e-05,0.20169,0.624,0.779,0.114,0.379,0.018846234319035485,0.47084708470847086,0.6548654865486548,0.5596561324742603
ENSG00000143107,189.6435699739023,150.0,0.7909574789202828,FNDC7,30087,355,398.08,0.89179,2.0404e-05,0.6746300000000001,0.817,0.974,0.481,0.963,0.006303173130385292,0.6926692669266927,0.9056905690569057,0.7962305287797513
ENSG00000116266,125.28247873722894,89.0,0.7103946289781762,STXBP3,62853,216,302.31,0.71449,1.489e-05,0.37955,0.639,0.8,0.25,0.593,0.001993261717614576,0.5984598459845984,0.8472847284728473,0.7183765911015264
ENSG00000162641,282.3063327880694,286.0,1.0130838978192651,AKNAD1,147587,430,426.71,1.0077,2.0421e-05,0.93243,0.93,1.091,0.714,1.231,0.0019128130037745156,0.9198919891989199,1.1173117311731173,1.0166261492102415
ENSG00000121957,254.38727478709527,200.0,0.7862028482650569,GPSM2,59196,297,364.43,0.81497,1.8788e-05,0.6048,0.74,0.897,0.431,0.864,0.004297372707397379,0.7006700670067006,0.8838883888388839,0.7901338625063821
ENSG00000121940,186.01993127731407,154.0,0.8278682770311342,CLCC1,33982,245,298.42,0.821,1.5467e-05,0.32536,0.739,0.913,0.195,0.568,0.005474072487708612,0.7262726272627263,0.9462946294629463,0.8332440450638039
ENSG00000085433,350.24016188425554,232.0,0.6624026175406732,WDR47,72015,317,488.21,0.64931,2.4609e-05,0.23106999999999997,0.591,0.713,0.142,0.392,0.004863433477529064,0.5952595259525952,0.7384738473847385,0.6652578012369692
ENSG00000197780,17.375070999182732,9.0,0.5179834948831766,TAF13,13517,35,63.218,0.5536399999999999,2.9343e-06,0.47458999999999996,0.422,0.734,0.233,1.085,0.0012854236146469433,0.3122312231223122,0.903890389038904,0.575536887273216
ENSG00000215717,29.399489719188338,17.0,0.5782413287569583,TMEM167B,7132,26,40.418,0.6432899999999999,2.0713e-06,0.0,0.471,0.893,0.0,0.792,0.004122194296016312,0.39563956395639566,0.8672867286728673,0.6122555243701763
ENSG00000179902,69.31171166914447,51.0,0.7358063849792891,C1orf194,7907,62,87.26299999999999,0.7105,4.2957e-06,1.0521,0.578,0.878,0.612,1.765,0.008765867164429553,0.5876587658765877,0.9290929092909291,0.7502339611553536
ENSG00000116299,416.60943836644054,366.0,0.8785206629862149,KIAA1324,93101,499,574.71,0.86826,3.1056e-05,0.53114,0.806,0.935,0.394,0.724,0.004474811638612266,0.8066806680668067,0.9578957895789579,0.8809209926665051
ENSG00000031698,171.93182700181134,97.0,0.5641771025848407,SARS,24252,170,299.38,0.56785,1.7045e-05,0.067544,0.5,0.645,0.027,0.213,0.0070893875557402,0.47864786478647864,0.6678667866786678,0.5699933613743752
ENSG00000143126,1218.8464450579813,983.0,0.8065002806430125,CELSR2,25732,1555,1815.9,0.8563,0.00012122,0.1729,0.82,0.893,0.121,0.251,0.04736695340657474,0.7654765476547655,0.8500850085008501,0.8073207285378676
ENSG00000134222,125.3993934608329,116.0,0.9250443466955948,PSRC1,3631,190,202.87,0.9365600000000001,1.2487000000000001e-05,0.82852,0.831,1.056,0.546,1.295,0.03453577346759375,0.7958795879587959,1.0793079307930793,0.933018866925729
ENSG00000221986,148.81186250188415,135.0,0.907185742657382,MYBPHL,14677,205,221.94,0.92366,1.3474e-05,0.40076,0.823,1.037,0.227,0.753,0.010139119881575537,0.7888788878887889,1.0465046504650466,0.9139056370474369
ENSG00000134243,294.324332741514,215.0,0.7304866641414272,SORT1,88382,288,407.49,0.70676,2.1355e-05,0.092693,0.641,0.779,0.045,0.212,0.0033301388601922792,0.6536653665366536,0.817881788178818,0.7338842765327827
ENSG00000143106,87.87162394353318,28.0,0.31864666593612706,PSMA5,27410,37,125.48,0.29486,5.605599999999999e-06,0.0,0.226,0.388,0.0,0.198,0.00320582356598078,0.23602360236023603,0.43684368436843685,0.33002690400527446
ENSG00000143028,100.50504458711926,96.0,0.9551759356395866,SYPL2,15580,148,162.26,0.9121100000000001,9.0797e-06,0.68903,0.797,1.045,0.414,1.202,0.0064509014497509155,0.8098809880988099,1.1317131713171318,0.9651256849691655
ENSG00000162650,218.54323596783624,188.0,0.8602416778877962,ATXN7L2,9326,363,430.86,0.8425,2.5523000000000003e-05,0.1647,0.772,0.919,0.08,0.377,0.023433758950014608,0.7640764076407641,0.9708970897089709,0.8648174314935821
ENSG00000174151,64.41314498899101,55.0,0.8538629810638834,CYB561D1,8881,137,134.7,1.017,7.1012e-06,0.80892,0.884,1.172,0.459,1.501,0.007252915774010923,0.6874687468746875,1.0689068906890689,0.8693877625375737
ENSG00000181754,221.64873901973394,110.0,0.4962807390039175,AMIGO1,5564,149,284.59,0.52356,1.7034e-05,0.0,0.457,0.6,0.0,0.238,0.03983622196616354,0.42524252425242526,0.5814581458145814,0.5007923820857713
ENSG00000156097,195.35912102256418,105.0,0.5374717056997426,GPR61,8535,170,265.69,0.63983,1.6574e-05,0.14576,0.564,0.727,0.059,0.459,0.02288917645255585,0.4588458845884589,0.6320632063206321,0.5425904838492639
ENSG00000065135,129.63465282626547,89.0,0.6865448247026708,GNAI3,45743,122,191.76,0.63622,9.3772e-06,0.30942,0.548,0.739,0.168,0.611,0.0028339779381821363,0.5784578457845785,0.8188818881888189,0.6942588114970827
ENSG00000134183,158.50389614637956,134.0,0.8454050862967429,GNAT2,9791,161,186.48,0.86336,1.0172e-05,0.59296,0.759,0.984,0.372,0.981,0.016188734158551685,0.7348734873487349,0.9756975697569757,0.8517140794780618
ENSG00000116337,350.1385373252236,240.0,0.6854429730397765,AMPD2,15948,379,568.94,0.66615,3.7919e-05,0.43012,0.612,0.725,0.296,0.638,0.02195501237303885,0.6170617061706171,0.7628762876287629,0.6882989854274423
ENSG00000168765,54.79227114966016,55.0,1.0037912071535136,GSTM4,9416,117,121.1,0.96611,7.0515999999999995e-06,1.0111,0.831,1.126,0.646,1.617,0.005819060232546746,0.8082808280828083,1.2565256525652566,1.0220419502023654
